,session_id,eda,timestamp,hr,Stressed
236,session_1,0.0,2022-11-20 22:52:18,72.23,False
237,session_1,0.0,2022-11-20 22:52:18,72.17,False
238,session_1,0.0,2022-11-20 22:52:18,72.1,False
239,session_1,0.0,2022-11-20 22:52:18,72.07,False
240,session_1,0.0,2022-11-20 22:52:18,72.02,False
241,session_1,0.0,2022-11-20 22:52:18,71.98,False
242,session_1,0.0,2022-11-20 22:52:18,71.98,False
243,session_1,0.0,2022-11-20 22:52:18,72.12,False
244,session_1,0.0,2022-11-20 22:52:18,72.27,False
245,session_1,0.0,2022-11-20 22:52:18,72.4,False
246,session_1,0.0,2022-11-20 22:52:18,72.55,False
247,session_1,0.0,2022-11-20 22:52:18,72.75,False
248,session_1,0.0,2022-11-20 22:52:18,72.97,False
249,session_1,0.0,2022-11-20 22:52:18,73.15,False
250,session_1,0.0,2022-11-20 22:52:18,73.28,False
251,session_1,0.0,2022-11-20 22:52:18,73.38,False
252,session_1,0.0,2022-11-20 22:52:18,73.47,False
253,session_1,0.0,2022-11-20 22:52:18,73.48,False
254,session_1,0.0,2022-11-20 22:52:18,73.47,False
255,session_1,0.0,2022-11-20 22:52:18,73.52,False
256,session_1,0.0,2022-11-20 22:52:18,73.57,False
257,session_1,0.0,2022-11-20 22:52:18,73.65,False
258,session_1,0.0,2022-11-20 22:52:18,73.85,False
259,session_1,0.0,2022-11-20 22:52:18,74.02,False
260,session_1,0.0,2022-11-20 22:52:18,74.22,False
261,session_1,0.0,2022-11-20 22:52:18,74.37,False
262,session_1,0.0,2022-11-20 22:52:18,74.5,False
263,session_1,0.0,2022-11-20 22:52:18,74.63,False
264,session_1,0.0,2022-11-20 22:52:18,74.6,False
265,session_1,0.0,2022-11-20 22:52:18,74.5,False
266,session_1,0.0,2022-11-20 22:52:18,74.37,False
267,session_1,0.0,2022-11-20 22:52:18,74.27,False
268,session_1,0.0,2022-11-20 22:52:18,74.17,False
269,session_1,0.0,2022-11-20 22:52:18,74.07,False
270,session_1,0.0,2022-11-20 22:52:18,73.97,False
271,session_1,0.0,2022-11-20 22:52:18,74.0,False
272,session_1,0.0,2022-11-20 22:52:18,74.03,False
273,session_1,0.0,2022-11-20 22:52:18,74.0,False
274,session_1,0.0,2022-11-20 22:52:18,73.95,False
275,session_1,0.0,2022-11-20 22:52:18,73.87,False
276,session_1,0.0,2022-11-20 22:52:18,73.8,False
277,session_1,0.0,2022-11-20 22:52:18,73.75,False
278,session_1,0.0,2022-11-20 22:52:18,73.75,False
279,session_1,0.0,2022-11-20 22:52:18,73.7,False
280,session_1,0.0,2022-11-20 22:52:18,73.67,False
281,session_1,0.0,2022-11-20 22:52:18,73.67,False
282,session_1,0.0,2022-11-20 22:52:18,73.7,False
283,session_1,0.0,2022-11-20 22:52:18,73.87,False
284,session_1,0.0,2022-11-20 22:52:18,74.0,False
285,session_1,0.0,2022-11-20 22:52:18,74.12,False
286,session_1,0.0,2022-11-20 22:52:18,74.25,False
287,session_1,0.0,2022-11-20 22:52:18,74.37,False
288,session_1,0.0,2022-11-20 22:52:18,74.6,False
